,ETF,Start date,End date,Initial deposit,Total trades,Profit trades,Loss trades,Maximal drawdown,Sharpe ratio,Total net profit,Total return,CAGR
0,^FCHI,2019-11-23,2020-11-23,100000,3,100.0,0.0,33.44,-0.24,-6396.79,-6.4,-6.38
