,ETF,Start date,End date,Initial deposit,Total trades,Profit trades,Loss trades,Maximal drawdown,Sharpe ratio,Total net profit,Total return,CAGR
0,^FCHI,2015-11-15,2020-11-15,100000,48,87.5,12.5,-6.93,1.01,73691.06,73.69,11.66
