,ETF,Start date,End date,Initial deposit,Total trades,Profit trades,Loss trades,Maximal drawdown,Sharpe ratio,Total net profit,Total return,CAGR
0,^FCHI,2010-11-15,2020-11-15,100000,110,88.18,11.82,9.3,1.01,214929.55,214.93,12.15
