,ETF,Start date,End date,Initial deposit,Total trades,Profit trades,Loss trades,Maximal drawdown,Sharpe ratio,Total net profit,Total return,CAGR
0,^FCHI,2015-11-16,2020-11-16,100000,0,100,0,0.0,-0.2,0,0.0,0.0
