,ETF,Start date,End date,Initial deposit,Total trades,Profit trades,Loss trades,Maximal drawdown,Sharpe ratio,Total net profit,Total return,CAGR
0,^FCHI,2019-11-23,2020-11-23,100000,8,75.0,25.0,6.74,0.47,8180.3,8.18,8.16
