,ETF,Start date,End date,Initial deposit,Total trades,Profit trades,Loss trades,Maximal drawdown,Sharpe ratio,Total net profit,Total return,CAGR
0,^FCHI,2020-01-01,2020-11-15,100000,8,75.0,25.0,6.8,0.27,4964.37,4.96,5.7
